id,name,artists,album,year,popularity,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_m,file name
7oEGzTv96OCTCwCcI7u15k,Chameleons,The South Hill Experiment,MOONSHOTS,2023,38,0.366,0.738,6,0.0442,0.00925,0.0905,0.778,0.242,73.564,3.2655,Chameleons The South Hill Experiment
47F3rCirfc5lyFgk1PBsSp,Infinity Street,Sui Zhen,Secretly Susan,2015,5,0.528,0.538,0,0.0999,0.207,0.512,0.116,0.748,179.977,4.482,Infinity Street Sui Zhen
1CrPPsibP3uTc3DSI5vQC5,fue mejor (feat. SZA),Kali Uchis,fue mejor (feat. SZA),2021,65,0.769,0.384,5,0.0353,0.239,0.000227,0.0762,0.23,106.002,3.8494,"Fue Mejor Kali Uchis, SZA"
0U10zFw4GlBacOy9VDGfGL,We Found Love,Rihanna,Talk That Talk,2011,82,0.735,0.766,1,0.0383,0.025,0.00138,0.108,0.6,127.985,3.5871,We Found Love Rihanna
7ohR0qPH6f2Vuj2pUNanJG,Got To Give It Up - Pt. 1,Marvin Gaye,Every Great Motown Hit Of Marvin Gaye,1983,70,0.855,0.847,2,0.042,0.234,0.00062,0.345,0.89,122.644,4.2522,Got To Give It Up - Pt 1 Marvin Gaye
6RtZ4Kvk7apHXWFqiI0HLO,Wishing I Were Home,Todd Edwards,Wishing I Were Home,2001,36,0.824,0.857,8,0.0624,0.0351,0.771,0.065,0.933,128.026,6.2666,Wishing I Were Home Todd Edwards
16s2buIEfxT0y8X4yMbebk,Pan’s Dance,John Carroll Kirby,Dance Ancestral,2022,22,0.551,0.507,4,0.0837,0.705,0.682,0.0808,0.525,84.968,4.5667,Pan’s Dance John Carroll Kirby
4sRmzVSedvFkENbSJ342Ex,Cherry,Chromatics,Cherry (Deluxe),2017,60,0.655,0.782,7,0.0355,0.0336,0.228,0.175,0.812,108.245,4.5325,Cherry Chromatics
7BUGB7cqJQtyNdLD7MtrGr,Installation,Pangaea,Changing Channels,2023,44,0.79,0.933,1,0.0383,0.000646,0.482,0.0935,0.425,131.996,3.725,Installation Pangaea
7MG77R5GjIEWkAhtCdvs6v,Social Cues,Teezo Touchdown,Social Cues,2020,42,0.619,0.907,7,0.0364,0.000373,0.000419,0.39,0.55,155.138,3.1756,Social Cues Teezo Touchdown
7KkqFE3ZfAVxdBmRDeOIJb,Do You Love Her Now,Jai Paul,Do You Love Her Now / He,2019,47,0.658,0.336,2,0.0651,0.545,0.0237,0.0939,0.337,160.014,4.5833,do you love her now ak paul
333mKnEIccxUgOwQCCTPD8,Minimal,Deborah de Luca,MNML,2021,55,0.723,0.769,11,0.0634,0.226,0.892,0.0764,0.241,133.984,6.5075,Minimal - Deborah De Luca
3WeOzaQI5ukIzBOiHv3TWh,Teenage Crime - Radio Edit,Adrian Lux,Adrian Lux,2012,44,0.647,0.843,2,0.0364,0.0192,0.683,0.104,0.328,128.015,2.8153,Teenage Crime Radio Edit Adrian Lux
0jH5lTPWumyAMlhs8SZ9a9,BUGS BUNNY,Bbyafricka,BIGAFRICKA,2021,9,0.776,0.417,2,0.0433,0.484,0.0164,0.11,0.542,120.071,1.7918,BUGS BUNNY Bbyafricka
4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,Rihanna,Music Of The Sun,2005,81,0.779,0.64,7,0.159,0.000155,0.00077,0.101,0.498,99.019,4.116,SOS Rihanna
7baNYnxas4NlQXcoj6kSmp,Esperar Pra Ver,Poolside,"Brazilian Compilation Series, Vol. 2",2017,52,0.783,0.7,6,0.0367,0.0329,0.249,0.0888,0.846,99.991,5.0,"Esperar Pra Ver Poolside, Fatnotronic"
6ECp64rv50XVz93WvxXMGF,This Love,Maroon 5,Songs About Jane: 10th Anniversary Edition,2002,84,0.712,0.862,5,0.0378,0.0525,0.0,0.093,0.809,95.051,3.4367,This Love Maroon 5
40H5MGB07FCEmrgHBlmLDU,This Song Is Not About A Girl,Flume,Lockjaw,2013,58,0.732,0.668,2,0.126,0.143,0.207,0.176,0.598,140.004,4.234,"This Song is Not About a Girl - Flume, ft Chet Faker"
2rPSFKzGeqUWwfcCFVkkq3,Poke It Out (with Nicki Minaj),Playboi Carti,Die Lit,2018,64,0.894,0.59,9,0.221,0.0969,8.9e-06,0.329,0.576,147.009,4.4969,"Poke It Out Playboi Carti, Nicki Minaj"
7wQDLRHNGvu0ATxjrIy9O9,Sinkhole,Pearson Sound,Red Sky EP,2022,22,0.806,0.7,2,0.0783,0.000113,0.869,0.0832,0.354,129.023,4.7368,Sinkhole Pearson Sound
70wYA8oYHoMzhRRkARoMhU,When You Were Young,The Killers,Sam's Town,2006,80,0.467,0.988,11,0.112,0.000152,0.0484,0.28,0.321,130.433,3.6738,When You Were Young The Killers
2yfu1w0yFYHAHnr4p5JS7V,Vowels (and the Importance of Being Me),HUNNY,Vowels (and the Importance of Being Me),2016,57,0.484,0.875,4,0.0541,0.00154,9.64e-05,0.169,0.724,150.021,3.0739,Vowels (and the importance of being me) HUNNY
69vlMrzHwATKzupwNcUPyK,La Santa,Bad Bunny,YHLQMDLG,2020,83,0.744,0.868,1,0.047,0.0326,0.0,0.0822,0.586,93.037,3.4403,"La Santa Bad Bunny, Daddy Yankee"
4nl1sTJewkAySvB63v7k5g,David's Song - Tom Misch Remix,Poppy Ajudha,David's Song,2015,45,0.767,0.43,10,0.0296,0.603,0.00608,0.0933,0.422,89.982,4.2,David's Song - Tom Misch Remix Poppy Ajudha
4dl8oH8uPris6a4vqWscNt,For Sarah,Tourist,U,2016,31,0.257,0.749,2,0.0508,0.808,0.781,0.0675,0.0516,127.98,3.7583,For Sarah Tourist
0vk8GdODCP5OFhT6fq6zlb,Null Vier B,playmodul,Null Vier B,2011,7,0.785,0.0985,0,0.0769,0.938,0.924,0.111,0.199,125.001,4.5015,Null VIer B playmodul
2sLkJQNpMoOhxmTO6U1scK,Without You,Perfume Genius,Set My Heart On Fire Immediately,2020,41,0.649,0.755,9,0.0289,0.0669,0.00699,0.346,0.831,133.516,2.5924,Without You Perfume Genius
4DByEumlGTZKSzuVEZ35eo,PURE/HONEY,Beyoncé,RENAISSANCE,2022,74,0.857,0.558,1,0.134,0.0122,4.8e-05,0.288,0.453,123.973,4.8042,PURE:HONEY Beyoncé
0dvYprV2t3UA0MDc4nUuAY,Starships,Nicki Minaj,Pink Friday ... Roman Reloaded,2012,53,0.746,0.723,11,0.0844,0.162,0.0,0.254,0.739,125.02,3.5102,Starships Nicki Minaj
46E2xeKBLrxS8hJ37Gq35G,Billie (loving arms),Fred again..,Billie (loving arms),2021,68,0.648,0.775,5,0.0694,0.0561,0.0,0.444,0.371,128.072,3.6211,Billie (loving arms) Fred again..
6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,In The Zone,2003,85,0.774,0.838,5,0.114,0.0249,0.025,0.242,0.924,143.04,3.3133,Toxic Britney Spears
0a4x22Cu8ix2C0ylPLl7A7,NWA (feat. Lil Durk),Lucky Daye,NWA (feat. Lil Durk),2022,36,0.87,0.636,0,0.0408,0.3,0.00134,0.19,0.553,113.957,3.8595,"NWA (feat. Lil Durk) Lucky Daye, Lil Durk"
3kb38wezoUA8ki5jPYy3t5,Little Secrets,Passion Pit,Manners,2009,59,0.597,0.786,5,0.0419,0.00345,0.0,0.0909,0.666,99.888,3.9829,Little Secrets Passion Pit
67T6l4q3zVjC5nZZPXByU8,Whatcha Say,Jason Derulo,Jason Derulo,2010,69,0.615,0.711,11,0.0779,0.0444,0.0,0.145,0.711,144.036,3.6875,Whatcha Say Jason Derulo
4tDOlXEFHEt4ASlsDOTnfc,Halma,Dave DK,Val Maira,2015,18,0.768,0.711,2,0.109,0.0011,0.615,0.332,0.0394,119.996,5.7687,Halma Dave DK
18cCBvygH6yEFDY0cYN3wT,Divinity,Porter Robinson,Worlds,2014,54,0.496,0.55,2,0.034,0.00755,0.0122,0.0814,0.144,90.036,6.1395,Divinity Porter Robinson
672jHpKMJsWua0IznmPYWI,Clissold - Machinedrum VIP,Fracture,Clissold (Machinedrum VIP),2013,18,0.662,0.853,8,0.0562,0.000813,0.87,0.0964,0.164,169.999,5.5474,"Clissold - Machinedrum VIP Fracture, Neptune, Machinedrum"
6o4nVtywF4F75RkOcDxrtd,With That (feat. Duke),Young Thug,Barter 6,2015,59,0.751,0.597,9,0.125,0.0659,0.0,0.0881,0.159,123.997,3.3755,With That Young Thug
4aI97Lvwi8jkov8IYai3Ob,Marsupial Superstars (feat. T3),SahBabii,S.A.N.D.A.S.,2017,39,0.729,0.57,0,0.0978,0.14,1.71e-05,0.0828,0.0897,139.002,3.2031,"Marsupial Superstars SahBabii, T3"
3xQED9LDITQaDpoDxiplny,NU MUNNI,HiTech,DÉTWAT,2023,30,0.874,0.796,10,0.156,0.0111,0.0758,0.112,0.282,125.975,3.0794,NU MUNNI HiTech
5KapB9KJnRsZrprzIAXycW,Uknowhowwedu,Bahamadia,Kollage,1996,58,0.534,0.596,6,0.388,0.641,2.16e-05,0.276,0.908,185.733,3.5811,Uknowhowwedu Bahamadia
4FZOSDwALdWxcGcRbwXWJ8,Tyrant (feat. Jorja Smith),Kali Uchis,Isolation,2018,64,0.422,0.471,3,0.18,0.142,0.0,0.112,0.62,82.433,3.4048,Tyrant Kali Uchis
4w1lzcaoZ1IC2K5TwjalRP,A Thousand Miles,Vanessa Carlton,Be Not Nobody,2002,80,0.56,0.825,11,0.0379,0.323,0.0,0.161,0.268,94.931,3.9582,A Thousand Miles Vanessa Carlton
45wsXcGKtFzlxGPn1piial,Haribo,Matt Jam Lamont,"New Heroes, Vol. 1",2020,39,0.798,0.972,9,0.0534,0.00103,0.847,0.259,0.907,129.997,5.05,"Haribo Matt Jam Lamont, Echelon, Smokey Bubblin' B"
2JJuLnRim5bNDMWEewpfcA,My Body Keeps Changing My Mind,Karen Carpenter,Karen Carpenter,1996,35,0.708,0.708,9,0.0412,0.0958,3.45e-05,0.08,0.923,117.298,3.7527,My Body Keeps Changing My Mind Karen Carpenter
44dFOGFKVgNrx6UilTRVfZ,Take a Chance (feat Little Dragon),Flume,Skin,2016,47,0.401,0.51,11,0.0785,0.343,0.000225,0.151,0.348,139.888,5.4772,"Take a Chance - Flume, Little Dragon"
1mv4lh1rW1K6xhxhJmEezy,Music Sounds Better With You - Radio Edit,Stardust,Music Sounds Better With You,1998,73,0.729,0.662,5,0.337,0.00128,0.208,0.305,0.359,124.149,4.3484,Music Sounds Better When I'm With You Stardust
0csz09qS2n8Jo7LogHKu7j,Tondo,Disclosure,ENERGY (Deluxe),2020,62,0.675,0.92,0,0.0539,0.0126,0.117,0.329,0.842,132.001,5.488,Tondo Disclosure
0dztHJ3bdxWvjYQMNKVCp1,Smoke (feat. Jamie xx),Headie One,GANG,2020,45,0.659,0.904,11,0.114,0.0409,0.553,0.169,0.4,136.091,3.8132,"Smoke (Feat Jamie xx) Headie One, Fred Again.."
4gLkkwTR9miywuIVA9Kxup,Eyes On Me,Willo,Can Do This,2022,16,0.519,0.82,3,0.0437,0.00799,0.53,0.134,0.115,123.989,3.8102,Eyes On Me Willo
4WZkUCTbsSB7ivrZhHy9YF,I Keep Calling,James Blake,Before,2020,35,0.382,0.601,1,0.0799,0.413,0.0495,0.379,0.105,130.98,4.0949,I Keep Calling James Blake
3wCvQfLIigH8jYd5fi0nxw,Underneath the Moon,Gardens & Villa,Gordon Von Zilla Presents,2020,33,0.5,0.569,9,0.036,0.444,0.000306,0.206,0.69,80.02,3.3984,Underneath the Moon Gardens & Villa
4oQnUyUJD1nU8UboxF2oAC,Bad Space Habits,Seb Wildblood,Grab the Wheel,2018,17,0.735,0.671,5,0.0358,0.00339,0.615,0.0731,0.524,132.012,6.8942,Bad Space Habits Beb Wildblood
04UWtAIMwi67MG8uHwYqgK,Joey,Concrete Blonde,Bloodletting,1990,61,0.607,0.788,7,0.0293,0.0151,0.0136,0.173,0.334,118.696,4.1493,Joey Concrete Blonde
7yAslROTLRHGwuiLBpdErT,It's My House,Diana Ross,The Boss (Expanded Edition),1979,54,0.762,0.67,5,0.0717,0.29,6.42e-06,0.0783,0.87,99.473,4.576,It's My House Diana Ross
2T4qfm2oFBNoWb1xGWv4qo,Too Hot,Lexx,Too Hot,2019,25,0.759,0.388,0,0.0752,0.00803,0.0259,0.0676,0.904,169.886,4.2071,"Too Hot Lexx, Woolfy"
5uuJruktM9fMdN9Va0DUMl,Play That Funky Music,Wild Cherry,Wild Cherry,1976,73,0.814,0.672,9,0.0619,0.0435,0.0,0.061,0.933,109.394,5.0,Play That Funky Music Wild Cherry
4xAl4GpHPNJLRC1I7eIxz0,Shells,Teebs,Anicca,2019,53,0.559,0.638,7,0.0699,0.0184,0.615,0.102,0.367,192.303,2.6394,Shells Teebs
41WEj71oaf3Z2mes7mqblp,Infinitely Gentle Blows - Aural Hallucination Mix,God Within,Crucial Introspection,2017,22,0.642,0.67,1,0.0379,0.245,0.611,0.087,0.48,128.996,9.4642,Infinitely Gently Blown - Aural Hallucination Mix God Within
260V7huyJrXnyYe0dFv2Fa,Canopée,Polo & Pan,Caravelle,2017,68,0.704,0.692,5,0.0304,0.0942,0.0109,0.0922,0.369,96.005,4.6049,Canopée Polo & Pan
6J0pQrsvXUc1Xy4DvScrIK,Thinking of You - Dimitri from Paris Remix; 2018 Remaster,Sister Sledge,Dimitri From Paris Presents Le CHIC Remix,2018,39,0.737,0.868,10,0.0443,0.0605,1.5e-05,0.381,0.77,105.026,6.4889,Thinking of You - Dimitri from Paris Remix; 2018 Remaster Sister Sledge
5bKUu7QIlyMXax9Jh1fjks,Punch Lines & Good Times,Tipling Rock,Punch Lines & Good Times,2015,29,0.547,0.898,2,0.044,0.0186,4.04e-05,0.28,0.613,144.956,2.9234,Punch Lines & Good Times Tipling Rock
5OFEJMirg4NPz7G1zgXDYu,ARE YOU WITH THAT?,Vince Staples,Vince Staples,2021,63,0.859,0.423,1,0.283,0.543,0.0,0.104,0.563,125.89,2.3068,ARE YOU WITH THAT? Vince Staples
5xTtaWoae3wi06K5WfVUUH,Shake It Off,Taylor Swift,1989,2014,79,0.647,0.785,7,0.165,0.0561,0.0,0.148,0.943,160.015,3.6533,Shake It Off Taylor Swift
3H8h60jhdQNu5s9HHTLdFr,IT HURTS!,San Holo,bb u ok?,2021,42,0.483,0.632,2,0.0351,0.0419,0.000622,0.422,0.363,146.936,3.8021,IT HURTS! San Holo
1Pq47iFLC5U7j8xeNiNcuS,It's My Party,Lesley Gore,I'll Cry If I Want To,1963,66,0.692,0.501,9,0.0625,0.368,0.0,0.0393,0.961,128.388,2.3333,It's My Party Lesley Gore
0RtFvb7gjiyJNJUtFdcyMe,Too Polite,Throwing Snow,Too Polite - EP,2011,10,0.694,0.66,6,0.148,0.00669,0.571,0.0743,0.331,150.015,4.3759,Too OPolite Throwing Snow
6Mfu6QrUGpuPXNlxtrbueP,The Forest,Zomby,Ninja Tune XX (Volume 1),2010,18,0.718,0.952,6,0.0492,0.0355,0.94,0.108,0.611,133.991,5.284,The Forest Zomby
0WbhjZjAX5jD3PXWz7FGL8,Center Thy Will,The Clark Sisters,You Brought The Sunshine / Unworthy,2002,34,0.443,0.576,2,0.074,0.933,0.000171,0.122,0.517,80.021,4.2333,Center Thy Will The Clark Sisters
1Pfun1VMFlTBwgqLNdUxcR,The Corner,Gold Panda,The Corner,2022,32,0.297,0.555,11,0.047,0.0263,0.409,0.303,0.228,144.601,3.6775,The Corner Gold Panda
1BfsbfRNrseI3GBiVgX7rp,Red Lights (ABGT477) - EMBRZ Remix,Lane 8,Group Therapy 477,2022,12,0.753,0.691,4,0.0413,0.0544,0.707,0.0816,0.386,124.007,3.0973,"Red Lights - EMBRZ Remix Lane 8, Emmit Fenn, EMBRZ"
0obBFrPYkSoBJbvHfUIhkv,Sexy And I Know It,LMFAO,Sorry For Party Rocking (Deluxe Version),2011,66,0.707,0.861,7,0.316,0.1,0.0,0.191,0.795,130.021,3.3247,Sexy And I Know It LMFAO
1DqdF42leyFIzqNDv9CjId,Dynamite,Taio Cruz,Rokstarr,2010,73,0.754,0.804,4,0.0853,0.00332,0.0,0.0329,0.818,119.968,3.3978,Dynamite Taio Cruz
4g8jAI4REmgqoE9aDZwFZi,Take Two,Daphni,Cherry,2022,34,0.626,0.9,1,0.0431,7.28e-05,0.76,0.104,0.682,136.988,3.3313,Take Two Daphni
0zPiT8nesNRCXKWvK7ryHh,LET IT RAIN,Leven Kali,LET IT RAIN,2022,45,0.709,0.799,2,0.0382,0.0042,0.0566,0.0783,0.0711,116.032,3.6904,LET IT RAIN Leven Kali
1ZkfNNoRrgt69wTjcmJZE9,Chaeri,Magdalena Bay,Mercurial World,2021,50,0.675,0.555,8,0.0415,0.0344,0.00471,0.119,0.147,121.034,4.2855,Chaeri Magdalena Bay
6OIWTbLdlzrUzfe9znWYkP,Mania,Daphni,Cherry,2022,29,0.79,0.969,7,0.0849,0.00516,0.833,0.0508,0.908,131.993,3.6102,Mania Daphni
27cgqh0VRhVeM61ugTnorD,These Things Will Come To Be,DJ Seinfeld,Mirrors,2021,62,0.674,0.74,4,0.0504,0.515,0.818,0.319,0.166,125.998,4.9393,These Things Will Come to Be DJ Seinfeld
2RUhtNBh43RtSg0WBPPq3m,Naive,The Kooks,Inside In / Inside Out,2006,66,0.547,0.816,8,0.0624,0.0688,0.0,0.127,0.722,102.765,3.3918,Naive The Kooks
74evvn2K4sIgjNOzC7BQZx,Lost Without,Kindness,Something Like A War,2019,36,0.721,0.655,0,0.0835,0.145,8.77e-05,0.0996,0.367,104.005,4.316,"Lost Without Kindness, Seinabo Sey"
2qfPBPq9BEVEd1GF4UH96H,pg baby,redveil,learn 2 swim,2022,65,0.325,0.8,10,0.486,0.0401,0.0,0.142,0.885,80.628,2.6133,pg baby redveil
2UVTmVVTc4aWH785tT3ZaO,The Kind of Woman,courtship.,Denial in Paradise,2018,26,0.577,0.849,9,0.0449,0.00201,0.00861,0.174,0.617,116.019,3.8447,The King of Woman courtship.
2lxcJ9yLt9YhBowyKw06Mm,D&T - Dorian Concept Remix,letherette,D&T,2013,23,0.534,0.688,2,0.0498,0.0685,0.765,0.0935,0.11,109.505,5.1345,"D&T - Dorian Concept Mix letherette, Dorian Concept"
79FEKK0AZpiQoC2KejLQ4k,Falling,Daphni,Cherry,2022,58,0.768,0.285,8,0.0709,0.646,0.931,0.117,0.859,131.761,1.2125,Falling Daphni
6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,Oops!... I Did It Again,2000,82,0.751,0.834,1,0.0437,0.3,1.77e-05,0.355,0.894,95.053,3.5193,Oops!...I Did It Again Britney Spears
1iXEa0FYKZrGjVQmPFu1kB,Soon As I Get Home Tonight,Blah Blah Blah,Thank You Thank You,2011,34,0.576,0.905,10,0.0306,0.0206,0.0878,0.254,0.883,104.604,2.5526,Soon As I Get Home Tonight Blah Blah Blah
2Ud3deeqLAG988pfW0Kwcl,All My Friends,LCD Soundsystem,Sound of Silver,2007,60,0.701,0.788,2,0.0425,0.148,0.625,0.0977,0.795,142.584,7.7044,All My Friends LCD Soundsystem 
4at0npP4QkdIUulFZIsYft,Tunnel,Polo & Pan,Cyclorama,2021,58,0.73,0.505,2,0.0606,0.119,0.711,0.148,0.38,119.995,5.1762,Tunnel Polo & Pan
2xeNudarMjWk0szAYH7TQ8,Azrael,HVOB,Trialog,2015,47,0.796,0.531,5,0.0453,0.172,0.918,0.117,0.0358,120.023,7.5789,Azrael - HVOB
4iRkDdI4vhLjjAxUbH1664,Flashbulb Eyes,Arcade Fire,Reflektor,2013,38,0.47,0.929,7,0.0505,0.00203,0.217,0.676,0.814,171.43,2.7172,Flashbulb Eyes Arcade Fire
3O1CARD3JBRdmCnaJasvJo,Waves,Tourist,U,2016,30,0.758,0.83,7,0.0736,0.0776,0.107,0.911,0.147,114.029,6.197,Waves Tourist
4ayR8oy6xkfIXUL0ThN3Al,Summer Madness - Exclusive Cover Version,Khruangbin,Late Night Tales: Khruangbin,2020,50,0.502,0.32,6,0.0483,0.386,0.846,0.18,0.445,79.51,3.3653,Summer Madness - Exclusive Cover Version Khraungbin
25nzKGDiua1lE9Qo5V19GL,Young Blood,The Naked And Famous,"Passive Me, Aggressive You",2010,70,0.579,0.865,6,0.0302,5.63e-05,0.000221,0.649,0.358,104.99,4.11,Young Blood The Naked and Famous
1AWQoqb9bSvzTjaLralEkT,Rock Your Body,Justin Timberlake,Justified,2002,83,0.892,0.714,4,0.141,0.201,0.000234,0.0521,0.817,100.972,4.4544,Rock Your Body Justin Timberlake
1ABegtCPBMMJaMpfDyATjE,Birthday - Remastered 2009,The Beatles,The Beatles (Remastered),1968,57,0.541,0.727,2,0.0384,7.37e-05,0.717,0.232,0.91,139.239,2.718,Birthday The Beatles
35U4PXL3W3XIkAjEUdhr36,Harvest Moon,Poolside,Pacific Standard Time,2012,65,0.782,0.622,2,0.0411,0.288,0.53,0.58,0.921,106.022,6.1464,Harvest Moon Poolside
5T1huRejM5M0S7vhnNG01m,Why Won't You Make Up Your Mind? - Erol Alkan Rework,Tame Impala,InnerSpeaker B-Sides & Remixes,2011,33,0.673,0.629,5,0.0343,0.0027,0.346,0.0839,0.512,128.977,8.2341,Why Won't You Make Up Your Mind? Remix Tame Impala Erol Alkan
7Jh1bpe76CNTCgdgAdBw4Z,Heroes - 2017 Remaster,David Bowie,"""Heroes"" (2017 Remaster)",1977,77,0.489,0.758,7,0.0297,0.000678,0.49,0.092,0.435,112.113,6.1902,Heroes - 2017 Remaster David Bowie
2XMfp9KZcccqZ1mKgtDSXi,Sunburn,Beat Connection,Surf Noir,2011,23,0.419,0.843,2,0.0543,0.0111,0.252,0.283,0.267,122.073,2.7653,Sunburn Beat Connection
4kaiSmJrLgQq0w2qFuzAwy,Cmon,Fred again..,Secret Life,2023,58,0.392,0.114,1,0.0408,0.99,0.876,0.092,0.139,104.329,5.3422,Cmon Fred again..
1ijdK77sk67rPi450Pmm8O,Cry Alone,Cydnee with a C,Cry Alone,2022,49,0.703,0.489,2,0.0848,0.208,0.0538,0.127,0.547,75.0,1.7082,Cry Alone Cydnee with a C
0QKL2FcNrPEJP0GgbDWn8C,Chimera,Anunaku,063,2023,15,0.791,0.81,1,0.043,0.235,0.946,0.0986,0.448,131.017,6.9635,Chimera Anunaku
3xY5aYJcdvZX9xQxNd02ku,In The City,Charli XCX,In The City,2023,79,0.736,0.754,4,0.0443,0.033,0.000599,0.0731,0.648,128.046,2.9413,In The City Charli XCX
5f3Pu9oUnc4URLrViyqxj9,I Like It (Don't Stop),Maxwell Udoh,Late Night Tales: Khruangbin,2020,40,0.82,0.704,9,0.0767,0.349,2.09e-05,0.0735,0.925,117.225,6.502,I Like It (Don't Stop) Maxwell Udoh
6q41rWOFtGs0K63lm0tAPa,Simply Won't Do,Disclosure,Alchemy,2023,55,0.677,0.924,1,0.0517,0.0668,0.82,0.138,0.479,135.024,3.4408,Simply Won't Do Disclosure
7nUm9cnBbZK0jFD5GXQZIu,a lil more conversation,Fennec,a couple of good days,2022,25,0.696,0.889,6,0.0696,0.0404,0.893,0.0864,0.9,122.367,5.6115,a lil more conversation Fennec
4xshUJvxxkprmYAFnzHrGx,I Am Terrified of Heights,Breakup Shoes,"So Money, Baby",2019,27,0.524,0.753,5,0.0272,5.38e-05,0.00197,0.171,0.448,82.025,3.2824,I Am Terrified of Heights Breakup Shoes
2FRIWWs5xxPoQrk5pMmsQN,Three Drums,Four Tet,Three Drums,2023,49,0.169,0.44,0,0.0277,0.149,0.169,0.126,0.113,95.896,8.2643,Three Drums Four Tet
424Uwmm1kNW07Ty1nOhSpl,Say Nothing (feat. MAY-A),Flume,Say Nothing (feat. MAY-A),2022,60,0.478,0.822,2,0.0642,0.101,6.6e-05,0.12,0.309,130.058,3.8826,Say Nothing - Flume ft MAY-A
2anY2gPJklTi9HcFx4Xdas,Liverpool Street In The Rain,Mall Grab,"How The Dogs Chill, Vol.1",2018,62,0.669,0.801,6,0.0333,0.0104,0.888,0.154,0.267,130.042,5.5406,Liverpool Street in The Rain Mall Grab
3rCtueI7qBN2kZBZnXuk5K,Linked,Bonobo,Linked,2019,54,0.713,0.725,6,0.0385,0.539,0.886,0.111,0.24,122.041,6.1577,Linked Bonobo
6UBQONiLH8kNmmB8UrV2Ef,Genius of Love,Tom Tom Club,Tom Tom Club,1981,60,0.921,0.529,2,0.0851,0.0845,0.000779,0.0478,0.724,102.941,5.5727,Genius of Love Tom Tom Club
1MfuskV4ODUp14C2dnyPgW,Blame It on Your Love (feat. Lizzo),Charli XCX,Blame It on Your Love,2019,52,0.716,0.757,5,0.0487,0.0249,0.0,0.286,0.558,100.007,3.1852,"Blame It on Your Love Charli XCX, Lizzo"
5E0P7zYAZ0k22RwNgWxUXA,Venom,Ravyn Lenae,HYPNOS,2022,49,0.684,0.583,0,0.0333,0.00348,0.398,0.114,0.716,135.011,3.4865,Venom Ravyn Lenae
6kopmMZiyLmw7h66uXcXR7,Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,Version,2007,80,0.699,0.83,1,0.0633,0.00243,0.00024,0.0995,0.889,105.809,3.6569,"Valerie Amy WInehouse, Mark Ronson"
5IKLwqBQG6KU6MP2zP80Nu,We Are Family - 1995 Remaster,Sister Sledge,We Are Family (1995 Remaster),1979,72,0.784,0.893,7,0.0923,0.3,1.57e-05,0.272,0.819,118.738,3.6122,We Are Family - 1995 Remaster Sister Sledge
4KTtYhxFtFL7mBwnjkKfLm,Glamorous,Fergie,The Dutchess,2006,74,0.81,0.755,0,0.199,0.291,0.0,0.0857,0.625,130.991,4.1096,Glamorous Fergie
3xdjjKMcMOFgo1eQrfbogM,Wagon Wheel,Darius Rucker,True Believers,2013,81,0.537,0.66,9,0.0296,0.455,0.0,0.135,0.574,148.096,4.9729,Wagon Wheel Darius Rucker
1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,Harry Styles,Harry's House,2022,86,0.714,0.728,10,0.0468,0.298,0.0,0.106,0.901,114.996,2.9659,Late Night Talking Harry Styles
56llEQsQOlCcI0BzXKyV6o,Cold,George FitzGerald,Stellar Drifting,2022,24,0.579,0.874,9,0.0446,0.00982,0.385,0.0795,0.0735,141.936,4.7058,Cold George FitzGerald
3yZEoq8Rz599OSgIOwrU5z,Forever,Weval,Forever,2022,26,0.732,0.941,2,0.0447,0.131,0.831,0.0743,0.0603,122.764,5.6012,Forever Weval
50Qkh0kNvK69ZxyKnG3jna,Ready Or Not,Johnny Osbourne,Reggae Anthology: Winston Riley - Quintessential Techniques,2009,40,0.763,0.743,7,0.194,0.213,0.00211,0.0661,0.819,145.605,2.9915,Ready Or Not Johnny Osbourne
71SvEDmsOwIWw1IozsZoMA,Any Way You Want It,Journey,Departure,1980,75,0.529,0.932,7,0.0488,0.00251,0.00109,0.136,0.571,138.158,3.3616,Any Way You Want It Journey
15gL4n95OG5KEQLCMXPQzp,Dionne (feat. Justin Vernon),The Japanese House,Chewing Cotton Wool,2020,52,0.313,0.727,4,0.0996,0.37,0.00838,0.101,0.273,149.867,4.743,Dionne (feat Justin Vernon) The Japanese House
0QdpwSN35N5SLhlfCIYrLb,A.C.I.D.,Kink,Nagore,2020,16,0.782,0.873,1,0.0814,0.037,0.000946,0.104,0.749,130.993,3.9084,"A.C.I.D Kink, Red Eye"
7u0fz3V6cYeYTX91DMmIvQ,Food for the Soul,it's murph,Food for the Soul,2023,66,0.655,0.714,7,0.0572,0.0512,0.48,0.32,0.131,123.002,3.5094,Food for the Soul it's murph
3Y8JSCYjFznthCYb5HZ8lW,Friends,Flume,Friends,2019,53,0.628,0.668,1,0.263,0.288,0.0,0.622,0.347,138.865,3.7318,Friends - Flume ft Reo Cragun
